1,2
1057,8X81
1058,8X91
1059,8X95
105X,8X9E
105E,8XX7
1060,8XE5
1061,8E05
1062,8E17
1063,8E27
1064,8E2E
1065,8E37
1066,8E45
1067,8E4E
1068,8E55
1069,8E71
106X,8E75
106E,8E87
1070,8E9E
1071,8EE1
1072,8EEE
1073,9007
1074,9015
1075,9025
1076,9027
1077,9041
1078,9047
1079,9057
107X,9065
107E,9075
1080,9077
1081,907E
1082,9081
1083,9091
1084,9097
1085,909E
1086,90X7
1087,90XE
1088,9127
1089,912E
108X,9131
108E,9135
1090,9137
1091,9145
1092,9155
1093,915E
1094,9165
1095,9177
1096,917E
1097,9185
1098,918E
1099,9195
109X,91X1
109E,91X7
10X0,9217
10X1,9231
10X2,9235
10X3,923E
10X4,9241
10X5,9251
10X6,9257
10X7,9261
10X8,9267
10X9,926E
10XX,9281
10XE,929E
10E0,92XE
10E1,92E1
10E2,9307
10E3,9315
10E4,931E
10E5,9341
10E6,9361
10E7,9365
10E8,9367
10E9,936E
10EX,9371
10EE,9375
1100,9387
1101,938E
1102,9395
1103,939E
1104,93X7
1105,93EE
1106,940E
1107,9411
1108,9447
1109,944E
110X,9451
110E,9455
1110,9475
1111,947E
1112,9485
1113,9487
1114,94X1
1115,94X5
1116,94E7
1117,9501
1118,9525
1119,953E
111X,9551
111E,9557
1120,9565
1121,9575
1122,9577
1123,9581
1124,9591
1125,95E7
1126,9601
1127,9605
1128,960E
1129,9615
112X,9627
112E,962E
1130,9631
1131,9651
1132,9655
1133,965E
1134,9665
1135,9687
1136,9695
1137,96XE
1138,96E5
1139,9701
113X,9707
113E,9711
1140,9737
1141,973E
1142,974E
1143,975E
1144,9761
1145,9775
1146,9777
1147,9781
1148,9785
1149,9795
114X,97XE
114E,97E1
1150,97E7
1151,97EE
1152,9821
1153,9831
1154,9837
1155,9847
1156,984E
1157,986E
1158,988E
1159,989E
115X,98X5
115E,98X7
1160,98E7
1161,991E
1162,9927
1163,992E
1164,9935
1165,9945
1166,9947
1167,9961
1168,9967
1169,996E
116X,9975
116E,997E
1170,9997
1171,99XE
1172,99E1
1173,99E7
1174,9X01
1175,9X17
1176,9X25
1177,9X2E
1178,9X31
1179,9X35
117X,9X41
117E,9X47
1180,9X51
1181,9X71
1182,9X85
1183,9X8E
1184,9X97
1185,9XX5
1186,9XXE
1187,9E01
1188,9E1E
1189,9E27
118X,9E3E
118E,9E45
1190,9E47
1191,9E57
1192,9E5E
1193,9E61
1194,9E7E
1195,9E87
1196,9EX1
1197,X00E
1198,X011
1199,X017
119X,X031
119E,X035
11X0,X03E
11X1,X045
11X2,X051
11X3,X05E
11X4,X067
11X5,X081
11X6,X087
11X7,X08E
11X8,X091
11X9,X095
11XX,X0X1
11XE,X0E5
11E0,X0E7
11E1,X107
11E2,X117
11E3,X121
11E4,X137
11E5,X13E
11E6,X145
11E7,X14E
11E8,X155
11E9,X157
11EX,X161
11EE,X171
1200,X17E
1201,X197
1202,X1X7
1203,X201
1204,X205
1205,X20E
1206,X211
1207,X225
1208,X227
1209,X235
120X,X247
120E,X24E
1210,X275
1211,X277
1212,X285
1213,X295
1214,X297
1215,X2E7
1216,X301
1217,X315
1218,X321
1219,X32E
121X,X331
121E,X341
1220,X35E
1221,X365
1222,X367
1223,X37E
1224,X397
1225,X3X5
1226,X3X7
1227,X3E7
1228,X407
1229,X421
122X,X42E
122E,X43E
1230,X445
1231,X447
1232,X455
1233,X457
1234,X461
1235,X46E
1236,X485
1237,X487
1238,X497
